Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
22474,,Panama,3/10/20,1,0
22475,,Panama,3/11/20,8,1
22476,,Panama,3/12/20,11,1
22477,,Panama,3/13/20,27,1
22478,,Panama,3/14/20,36,1
22479,,Panama,3/15/20,43,1
22480,,Panama,3/16/20,55,1
22481,,Panama,3/17/20,69,1
22482,,Panama,3/18/20,86,1
22483,,Panama,3/19/20,109,1
22484,,Panama,3/20/20,137,1
22485,,Panama,3/21/20,200,1
22486,,Panama,3/22/20,313,3
22487,,Panama,3/23/20,345,6
22488,,Panama,3/24/20,345,6
22489,,Panama,3/25/20,443,8
22490,,Panama,3/26/20,558,8
22491,,Panama,3/27/20,674,9
22492,,Panama,3/28/20,786,14
22493,,Panama,3/29/20,901,17
22494,,Panama,3/30/20,989,24
22495,,Panama,3/31/20,1181,30
22496,,Panama,4/1/20,1181,30
22497,,Panama,4/2/20,1317,32
22498,,Panama,4/3/20,1475,37
22499,,Panama,4/4/20,1673,41
22500,,Panama,4/5/20,1801,46
22501,,Panama,4/6/20,1988,54
22502,,Panama,4/7/20,2100,55
22503,,Panama,4/8/20,2249,59
22504,,Panama,4/9/20,2528,63
22505,,Panama,4/10/20,2752,66
22506,,Panama,4/11/20,2974,74
22507,,Panama,4/12/20,3234,79
22508,,Panama,4/13/20,3400,87
22509,,Panama,4/14/20,3472,94
22510,,Panama,4/15/20,3574,95
22511,,Panama,4/16/20,3751,103
22512,,Panama,4/17/20,4016,109
22513,,Panama,4/18/20,4210,116
22514,,Panama,4/19/20,4273,120
22515,,Panama,4/20/20,4467,126
22516,,Panama,4/21/20,4658,136
22517,,Panama,4/22/20,4821,141
22518,,Panama,4/23/20,5166,146
22519,,Panama,4/24/20,5338,154
22520,,Panama,4/25/20,5538,159
22521,,Panama,4/26/20,5779,165
22522,,Panama,4/27/20,6021,167
22523,,Panama,4/28/20,6021,167
22524,,Panama,4/29/20,6378,178
22525,,Panama,4/30/20,6532,188
22526,,Panama,5/1/20,6720,192
22527,,Panama,5/2/20,7090,197
22528,,Panama,5/3/20,7090,197
22529,,Panama,5/4/20,7197,200
22530,,Panama,5/5/20,7523,210
22531,,Panama,5/6/20,7731,218
22532,,Panama,5/7/20,7868,225
22533,,Panama,5/8/20,8070,231
22534,,Panama,5/9/20,8282,237
22535,,Panama,5/10/20,8448,244
22536,,Panama,5/11/20,8616,249
22537,,Panama,5/12/20,8783,252
22538,,Panama,5/13/20,8944,256
22539,,Panama,5/14/20,9118,260
22540,,Panama,5/15/20,9268,266
22541,,Papua New Guinea,1/22/20,0,0
22542,,Papua New Guinea,1/23/20,0,0
22543,,Papua New Guinea,1/24/20,0,0
22544,,Papua New Guinea,1/25/20,0,0
22545,,Papua New Guinea,1/26/20,0,0
22546,,Papua New Guinea,1/27/20,0,0
22547,,Papua New Guinea,1/28/20,0,0
22548,,Papua New Guinea,1/29/20,0,0
22549,,Papua New Guinea,1/30/20,0,0
22550,,Papua New Guinea,1/31/20,0,0
22551,,Papua New Guinea,2/1/20,0,0
22552,,Papua New Guinea,2/2/20,0,0
22553,,Papua New Guinea,2/3/20,0,0
22554,,Papua New Guinea,2/4/20,0,0
22555,,Papua New Guinea,2/5/20,0,0
22556,,Papua New Guinea,2/6/20,0,0
22557,,Papua New Guinea,2/7/20,0,0
22558,,Papua New Guinea,2/8/20,0,0
22559,,Papua New Guinea,2/9/20,0,0
22560,,Papua New Guinea,2/10/20,0,0
22561,,Papua New Guinea,2/11/20,0,0
22562,,Papua New Guinea,2/12/20,0,0
22563,,Papua New Guinea,2/13/20,0,0
22564,,Papua New Guinea,2/14/20,0,0
22565,,Papua New Guinea,2/15/20,0,0
22566,,Papua New Guinea,2/16/20,0,0
22567,,Papua New Guinea,2/17/20,0,0
22568,,Papua New Guinea,2/18/20,0,0
22569,,Papua New Guinea,2/19/20,0,0
22570,,Papua New Guinea,2/20/20,0,0
22571,,Papua New Guinea,2/21/20,0,0
22572,,Papua New Guinea,2/22/20,0,0
22573,,Papua New Guinea,2/23/20,0,0
22574,,Papua New Guinea,2/24/20,0,0
22575,,Papua New Guinea,2/25/20,0,0
22576,,Papua New Guinea,2/26/20,0,0
22577,,Papua New Guinea,2/27/20,0,0
22578,,Papua New Guinea,2/28/20,0,0
22579,,Papua New Guinea,2/29/20,0,0
22580,,Papua New Guinea,3/1/20,0,0
22581,,Papua New Guinea,3/2/20,0,0
22582,,Papua New Guinea,3/3/20,0,0
22583,,Papua New Guinea,3/4/20,0,0
22584,,Papua New Guinea,3/5/20,0,0
22585,,Papua New Guinea,3/6/20,0,0
22586,,Papua New Guinea,3/7/20,0,0
22587,,Papua New Guinea,3/8/20,0,0
22588,,Papua New Guinea,3/9/20,0,0
22589,,Papua New Guinea,3/10/20,0,0
22590,,Papua New Guinea,3/11/20,0,0
22591,,Papua New Guinea,3/12/20,0,0
22592,,Papua New Guinea,3/13/20,0,0
22593,,Papua New Guinea,3/14/20,0,0
22594,,Papua New Guinea,3/15/20,0,0
22595,,Papua New Guinea,3/16/20,0,0
22596,,Papua New Guinea,3/17/20,0,0
22597,,Papua New Guinea,3/18/20,0,0
22598,,Papua New Guinea,3/19/20,0,0
22599,,Papua New Guinea,3/20/20,1,0
22600,,Papua New Guinea,3/21/20,1,0
22601,,Papua New Guinea,3/22/20,1,0
22602,,Papua New Guinea,3/23/20,1,0
22603,,Papua New Guinea,3/24/20,1,0
22604,,Papua New Guinea,3/25/20,1,0
22605,,Papua New Guinea,3/26/20,1,0
22606,,Papua New Guinea,3/27/20,1,0
22607,,Papua New Guinea,3/28/20,1,0
22608,,Papua New Guinea,3/29/20,1,0
22609,,Papua New Guinea,3/30/20,1,0
22610,,Papua New Guinea,3/31/20,1,0
22611,,Papua New Guinea,4/1/20,1,0
22612,,Papua New Guinea,4/2/20,1,0
22613,,Papua New Guinea,4/3/20,1,0
22614,,Papua New Guinea,4/4/20,1,0
22615,,Papua New Guinea,4/5/20,1,0
22616,,Papua New Guinea,4/6/20,2,0
22617,,Papua New Guinea,4/7/20,2,0
22618,,Papua New Guinea,4/8/20,2,0
22619,,Papua New Guinea,4/9/20,2,0
22620,,Papua New Guinea,4/10/20,2,0
22621,,Papua New Guinea,4/11/20,2,0
22622,,Papua New Guinea,4/12/20,2,0
22623,,Papua New Guinea,4/13/20,2,0
22624,,Papua New Guinea,4/14/20,2,0
22625,,Papua New Guinea,4/15/20,2,0
22626,,Papua New Guinea,4/16/20,7,0
22627,,Papua New Guinea,4/17/20,7,0
22628,,Papua New Guinea,4/18/20,7,0
22629,,Papua New Guinea,4/19/20,7,0
22630,,Papua New Guinea,4/20/20,7,0
22631,,Papua New Guinea,4/21/20,7,0
22632,,Papua New Guinea,4/22/20,8,0
22633,,Papua New Guinea,4/23/20,8,0
22634,,Papua New Guinea,4/24/20,8,0
22635,,Papua New Guinea,4/25/20,8,0
22636,,Papua New Guinea,4/26/20,8,0
22637,,Papua New Guinea,4/27/20,8,0
22638,,Papua New Guinea,4/28/20,8,0
22639,,Papua New Guinea,4/29/20,8,0
22640,,Papua New Guinea,4/30/20,8,0
22641,,Papua New Guinea,5/1/20,8,0
22642,,Papua New Guinea,5/2/20,8,0
22643,,Papua New Guinea,5/3/20,8,0
22644,,Papua New Guinea,5/4/20,8,0
22645,,Papua New Guinea,5/5/20,8,0
22646,,Papua New Guinea,5/6/20,8,0
22647,,Papua New Guinea,5/7/20,8,0
22648,,Papua New Guinea,5/8/20,8,0
22649,,Papua New Guinea,5/9/20,8,0
22650,,Papua New Guinea,5/10/20,8,0
22651,,Papua New Guinea,5/11/20,8,0
22652,,Papua New Guinea,5/12/20,8,0
22653,,Papua New Guinea,5/13/20,8,0
22654,,Papua New Guinea,5/14/20,8,0
22655,,Papua New Guinea,5/15/20,8,0
22656,,Paraguay,1/22/20,0,0
22657,,Paraguay,1/23/20,0,0
22658,,Paraguay,1/24/20,0,0
22659,,Paraguay,1/25/20,0,0
22660,,Paraguay,1/26/20,0,0
22661,,Paraguay,1/27/20,0,0
22662,,Paraguay,1/28/20,0,0
22663,,Paraguay,1/29/20,0,0
22664,,Paraguay,1/30/20,0,0
22665,,Paraguay,1/31/20,0,0
22666,,Paraguay,2/1/20,0,0
22667,,Paraguay,2/2/20,0,0
22668,,Paraguay,2/3/20,0,0
22669,,Paraguay,2/4/20,0,0
22670,,Paraguay,2/5/20,0,0
22671,,Paraguay,2/6/20,0,0
22672,,Paraguay,2/7/20,0,0
22673,,Paraguay,2/8/20,0,0
22674,,Paraguay,2/9/20,0,0
22675,,Paraguay,2/10/20,0,0
22676,,Paraguay,2/11/20,0,0
22677,,Paraguay,2/12/20,0,0
22678,,Paraguay,2/13/20,0,0
22679,,Paraguay,2/14/20,0,0
22680,,Paraguay,2/15/20,0,0
22681,,Paraguay,2/16/20,0,0
22682,,Paraguay,2/17/20,0,0
22683,,Paraguay,2/18/20,0,0
22684,,Paraguay,2/19/20,0,0
22685,,Paraguay,2/20/20,0,0
22686,,Paraguay,2/21/20,0,0
22687,,Paraguay,2/22/20,0,0
22688,,Paraguay,2/23/20,0,0
22689,,Paraguay,2/24/20,0,0
22690,,Paraguay,2/25/20,0,0
22691,,Paraguay,2/26/20,0,0
22692,,Paraguay,2/27/20,0,0
22693,,Paraguay,2/28/20,0,0
22694,,Paraguay,2/29/20,0,0
22695,,Paraguay,3/1/20,0,0
22696,,Paraguay,3/2/20,0,0
22697,,Paraguay,3/3/20,0,0
22698,,Paraguay,3/4/20,0,0
22699,,Paraguay,3/5/20,0,0
22700,,Paraguay,3/6/20,0,0
22701,,Paraguay,3/7/20,0,0
22702,,Paraguay,3/8/20,1,0
22703,,Paraguay,3/9/20,1,0
22704,,Paraguay,3/10/20,1,0
22705,,Paraguay,3/11/20,5,0
22706,,Paraguay,3/12/20,5,0
22707,,Paraguay,3/13/20,6,0
22708,,Paraguay,3/14/20,6,0
22709,,Paraguay,3/15/20,6,0
22710,,Paraguay,3/16/20,8,0
22711,,Paraguay,3/17/20,9,0
22712,,Paraguay,3/18/20,11,0
22713,,Paraguay,3/19/20,11,0
22714,,Paraguay,3/20/20,13,0
22715,,Paraguay,3/21/20,18,1
22716,,Paraguay,3/22/20,22,1
22717,,Paraguay,3/23/20,22,1
22718,,Paraguay,3/24/20,27,2
22719,,Paraguay,3/25/20,37,3
22720,,Paraguay,3/26/20,41,3
22721,,Paraguay,3/27/20,52,3
22722,,Paraguay,3/28/20,56,3
22723,,Paraguay,3/29/20,59,3
22724,,Paraguay,3/30/20,64,3
22725,,Paraguay,3/31/20,65,3
22726,,Paraguay,4/1/20,69,3
22727,,Paraguay,4/2/20,77,3
22728,,Paraguay,4/3/20,92,3
22729,,Paraguay,4/4/20,96,3
22730,,Paraguay,4/5/20,104,3
22731,,Paraguay,4/6/20,113,5
22732,,Paraguay,4/7/20,115,5
22733,,Paraguay,4/8/20,119,5
22734,,Paraguay,4/9/20,124,5
22735,,Paraguay,4/10/20,129,6
22736,,Paraguay,4/11/20,133,6
22737,,Paraguay,4/12/20,134,6
22738,,Paraguay,4/13/20,147,6
22739,,Paraguay,4/14/20,159,7
22740,,Paraguay,4/15/20,161,8
22741,,Paraguay,4/16/20,174,8
22742,,Paraguay,4/17/20,199,8
22743,,Paraguay,4/18/20,202,8
22744,,Paraguay,4/19/20,206,8
22745,,Paraguay,4/20/20,208,8
22746,,Paraguay,4/21/20,208,8
22747,,Paraguay,4/22/20,213,9
22748,,Paraguay,4/23/20,213,9
22749,,Paraguay,4/24/20,223,9
22750,,Paraguay,4/25/20,228,9
22751,,Paraguay,4/26/20,228,9
22752,,Paraguay,4/27/20,228,9
22753,,Paraguay,4/28/20,239,9
22754,,Paraguay,4/29/20,239,9
22755,,Paraguay,4/30/20,266,10
22756,,Paraguay,5/1/20,333,10
22757,,Paraguay,5/2/20,370,10
22758,,Paraguay,5/3/20,396,10
22759,,Paraguay,5/4/20,415,10
22760,,Paraguay,5/5/20,431,10
22761,,Paraguay,5/6/20,440,10
22762,,Paraguay,5/7/20,462,10
22763,,Paraguay,5/8/20,563,10
22764,,Paraguay,5/9/20,689,10
22765,,Paraguay,5/10/20,713,10
22766,,Paraguay,5/11/20,724,10
22767,,Paraguay,5/12/20,737,10
22768,,Paraguay,5/13/20,740,11
22769,,Paraguay,5/14/20,754,11
22770,,Paraguay,5/15/20,759,11
22771,,Peru,1/22/20,0,0
22772,,Peru,1/23/20,0,0
22773,,Peru,1/24/20,0,0
22774,,Peru,1/25/20,0,0
22775,,Peru,1/26/20,0,0
22776,,Peru,1/27/20,0,0
22777,,Peru,1/28/20,0,0
22778,,Peru,1/29/20,0,0
22779,,Peru,1/30/20,0,0
22780,,Peru,1/31/20,0,0
22781,,Peru,2/1/20,0,0
22782,,Peru,2/2/20,0,0
22783,,Peru,2/3/20,0,0
22784,,Peru,2/4/20,0,0
22785,,Peru,2/5/20,0,0
22786,,Peru,2/6/20,0,0
22787,,Peru,2/7/20,0,0
22788,,Peru,2/8/20,0,0
22789,,Peru,2/9/20,0,0
22790,,Peru,2/10/20,0,0
22791,,Peru,2/11/20,0,0
22792,,Peru,2/12/20,0,0
22793,,Peru,2/13/20,0,0
22794,,Peru,2/14/20,0,0
22795,,Peru,2/15/20,0,0
22796,,Peru,2/16/20,0,0
22797,,Peru,2/17/20,0,0
22798,,Peru,2/18/20,0,0
22799,,Peru,2/19/20,0,0
22800,,Peru,2/20/20,0,0
22801,,Peru,2/21/20,0,0
22802,,Peru,2/22/20,0,0
22803,,Peru,2/23/20,0,0
22804,,Peru,2/24/20,0,0
22805,,Peru,2/25/20,0,0
22806,,Peru,2/26/20,0,0
22807,,Peru,2/27/20,0,0
22808,,Peru,2/28/20,0,0
22809,,Peru,2/29/20,0,0
22810,,Peru,3/1/20,0,0
22811,,Peru,3/2/20,0,0
22812,,Peru,3/3/20,0,0
22813,,Peru,3/4/20,0,0
22814,,Peru,3/5/20,0,0
22815,,Peru,3/6/20,1,0
22816,,Peru,3/7/20,1,0
22817,,Peru,3/8/20,6,0
22818,,Peru,3/9/20,7,0
22819,,Peru,3/10/20,11,0
22820,,Peru,3/11/20,11,0
22821,,Peru,3/12/20,15,0
22822,,Peru,3/13/20,28,0
22823,,Peru,3/14/20,38,0
22824,,Peru,3/15/20,43,0
22825,,Peru,3/16/20,86,0
22826,,Peru,3/17/20,117,0
22827,,Peru,3/18/20,145,0
22828,,Peru,3/19/20,234,0
22829,,Peru,3/20/20,234,3
22830,,Peru,3/21/20,318,5
22831,,Peru,3/22/20,363,5
22832,,Peru,3/23/20,395,5
22833,,Peru,3/24/20,416,7
22834,,Peru,3/25/20,480,9
22835,,Peru,3/26/20,580,9
22836,,Peru,3/27/20,635,11
22837,,Peru,3/28/20,671,16
22838,,Peru,3/29/20,852,18
22839,,Peru,3/30/20,950,24
22840,,Peru,3/31/20,1065,30
22841,,Peru,4/1/20,1323,38
22842,,Peru,4/2/20,1414,55
22843,,Peru,4/3/20,1595,61
22844,,Peru,4/4/20,1746,73
22845,,Peru,4/5/20,2281,83
22846,,Peru,4/6/20,2561,92
22847,,Peru,4/7/20,2954,107
22848,,Peru,4/8/20,4342,121
22849,,Peru,4/9/20,5256,138
22850,,Peru,4/10/20,5897,169
22851,,Peru,4/11/20,6848,181
22852,,Peru,4/12/20,7519,193
22853,,Peru,4/13/20,9784,216
22854,,Peru,4/14/20,10303,230
22855,,Peru,4/15/20,11475,254
22856,,Peru,4/16/20,12491,274
22857,,Peru,4/17/20,13489,300
22858,,Peru,4/18/20,14420,348
22859,,Peru,4/19/20,15628,400
22860,,Peru,4/20/20,16325,445
22861,,Peru,4/21/20,17837,484
22862,,Peru,4/22/20,19250,530
22863,,Peru,4/23/20,20914,572
22864,,Peru,4/24/20,21648,634
22865,,Peru,4/25/20,25331,700
22866,,Peru,4/26/20,27517,728
22867,,Peru,4/27/20,28699,782
22868,,Peru,4/28/20,31190,854
22869,,Peru,4/29/20,33931,943
22870,,Peru,4/30/20,36976,1051
22871,,Peru,5/1/20,40459,1124
22872,,Peru,5/2/20,42534,1200
22873,,Peru,5/3/20,45928,1286
22874,,Peru,5/4/20,47372,1344
22875,,Peru,5/5/20,51189,1444
22876,,Peru,5/6/20,54817,1533
22877,,Peru,5/7/20,58526,1627
22878,,Peru,5/8/20,61847,1714
22879,,Peru,5/9/20,65015,1814
22880,,Peru,5/10/20,67307,1889
22881,,Peru,5/11/20,68822,1961
22882,,Peru,5/12/20,72059,2057
22883,,Peru,5/13/20,76306,2169
22884,,Peru,5/14/20,80604,2267
22885,,Peru,5/15/20,84495,2392
22886,,Philippines,1/22/20,0,0
22887,,Philippines,1/23/20,0,0
22888,,Philippines,1/24/20,0,0
22889,,Philippines,1/25/20,0,0
22890,,Philippines,1/26/20,0,0
22891,,Philippines,1/27/20,0,0
22892,,Philippines,1/28/20,0,0
22893,,Philippines,1/29/20,0,0
22894,,Philippines,1/30/20,1,0
22895,,Philippines,1/31/20,1,0
22896,,Philippines,2/1/20,1,0
22897,,Philippines,2/2/20,2,1
22898,,Philippines,2/3/20,2,1
22899,,Philippines,2/4/20,2,1
22900,,Philippines,2/5/20,2,1
22901,,Philippines,2/6/20,2,1
22902,,Philippines,2/7/20,3,1
22903,,Philippines,2/8/20,3,1
22904,,Philippines,2/9/20,3,1
22905,,Philippines,2/10/20,3,1
22906,,Philippines,2/11/20,3,1
22907,,Philippines,2/12/20,3,1
22908,,Philippines,2/13/20,3,1
22909,,Philippines,2/14/20,3,1
22910,,Philippines,2/15/20,3,1
22911,,Philippines,2/16/20,3,1
22912,,Philippines,2/17/20,3,1
22913,,Philippines,2/18/20,3,1
22914,,Philippines,2/19/20,3,1
22915,,Philippines,2/20/20,3,1
22916,,Philippines,2/21/20,3,1
22917,,Philippines,2/22/20,3,1
22918,,Philippines,2/23/20,3,1
22919,,Philippines,2/24/20,3,1
22920,,Philippines,2/25/20,3,1
22921,,Philippines,2/26/20,3,1
22922,,Philippines,2/27/20,3,1
22923,,Philippines,2/28/20,3,1
22924,,Philippines,2/29/20,3,1
22925,,Philippines,3/1/20,3,1
22926,,Philippines,3/2/20,3,1
22927,,Philippines,3/3/20,3,1
22928,,Philippines,3/4/20,3,1
22929,,Philippines,3/5/20,3,1
22930,,Philippines,3/6/20,5,1
22931,,Philippines,3/7/20,6,1
22932,,Philippines,3/8/20,10,1
22933,,Philippines,3/9/20,20,1
22934,,Philippines,3/10/20,33,1
22935,,Philippines,3/11/20,49,1
22936,,Philippines,3/12/20,52,2
22937,,Philippines,3/13/20,64,5
22938,,Philippines,3/14/20,111,8
22939,,Philippines,3/15/20,140,11
22940,,Philippines,3/16/20,142,12
22941,,Philippines,3/17/20,187,12
22942,,Philippines,3/18/20,202,19
22943,,Philippines,3/19/20,217,17
22944,,Philippines,3/20/20,230,18
22945,,Philippines,3/21/20,307,19
22946,,Philippines,3/22/20,380,25
22947,,Philippines,3/23/20,462,33
22948,,Philippines,3/24/20,552,35
22949,,Philippines,3/25/20,636,38
22950,,Philippines,3/26/20,707,45
22951,,Philippines,3/27/20,803,54
22952,,Philippines,3/28/20,1075,68
22953,,Philippines,3/29/20,1418,71
22954,,Philippines,3/30/20,1546,78
22955,,Philippines,3/31/20,2084,88
22956,,Philippines,4/1/20,2311,96
22957,,Philippines,4/2/20,2633,107
22958,,Philippines,4/3/20,3018,136
22959,,Philippines,4/4/20,3094,144
22960,,Philippines,4/5/20,3246,152
22961,,Philippines,4/6/20,3660,163
22962,,Philippines,4/7/20,3764,177
22963,,Philippines,4/8/20,3870,182
22964,,Philippines,4/9/20,4076,203
22965,,Philippines,4/10/20,4195,221
22966,,Philippines,4/11/20,4428,247
22967,,Philippines,4/12/20,4648,297
22968,,Philippines,4/13/20,4932,315
22969,,Philippines,4/14/20,5223,335
22970,,Philippines,4/15/20,5453,349
22971,,Philippines,4/16/20,5660,362
22972,,Philippines,4/17/20,5878,387
22973,,Philippines,4/18/20,6087,397
22974,,Philippines,4/19/20,6259,409
22975,,Philippines,4/20/20,6459,428
22976,,Philippines,4/21/20,6599,437
22977,,Philippines,4/22/20,6710,446
22978,,Philippines,4/23/20,6981,462
22979,,Philippines,4/24/20,7192,477
22980,,Philippines,4/25/20,7294,494
22981,,Philippines,4/26/20,7579,501
22982,,Philippines,4/27/20,7777,511
22983,,Philippines,4/28/20,7958,530
22984,,Philippines,4/29/20,8212,558
22985,,Philippines,4/30/20,8488,568
22986,,Philippines,5/1/20,8772,579
22987,,Philippines,5/2/20,8928,603
22988,,Philippines,5/3/20,9223,607
22989,,Philippines,5/4/20,9485,623
22990,,Philippines,5/5/20,9684,637
22991,,Philippines,5/6/20,10004,658
22992,,Philippines,5/7/20,10343,685
22993,,Philippines,5/8/20,10463,696
22994,,Philippines,5/9/20,10610,704
22995,,Philippines,5/10/20,10794,719
22996,,Philippines,5/11/20,11086,726
22997,,Philippines,5/12/20,11350,751
22998,,Philippines,5/13/20,11618,772
22999,,Philippines,5/14/20,11876,790
23000,,Philippines,5/15/20,12091,806
23001,,Poland,1/22/20,0,0
23002,,Poland,1/23/20,0,0
23003,,Poland,1/24/20,0,0
23004,,Poland,1/25/20,0,0
23005,,Poland,1/26/20,0,0
23006,,Poland,1/27/20,0,0
23007,,Poland,1/28/20,0,0
23008,,Poland,1/29/20,0,0
23009,,Poland,1/30/20,0,0
23010,,Poland,1/31/20,0,0
23011,,Poland,2/1/20,0,0
23012,,Poland,2/2/20,0,0
23013,,Poland,2/3/20,0,0
23014,,Poland,2/4/20,0,0
23015,,Poland,2/5/20,0,0
23016,,Poland,2/6/20,0,0
23017,,Poland,2/7/20,0,0
23018,,Poland,2/8/20,0,0
23019,,Poland,2/9/20,0,0
23020,,Poland,2/10/20,0,0
23021,,Poland,2/11/20,0,0
23022,,Poland,2/12/20,0,0
23023,,Poland,2/13/20,0,0
23024,,Poland,2/14/20,0,0
23025,,Poland,2/15/20,0,0
23026,,Poland,2/16/20,0,0
23027,,Poland,2/17/20,0,0
23028,,Poland,2/18/20,0,0
23029,,Poland,2/19/20,0,0
23030,,Poland,2/20/20,0,0
23031,,Poland,2/21/20,0,0
23032,,Poland,2/22/20,0,0
23033,,Poland,2/23/20,0,0
23034,,Poland,2/24/20,0,0
23035,,Poland,2/25/20,0,0
23036,,Poland,2/26/20,0,0
23037,,Poland,2/27/20,0,0
23038,,Poland,2/28/20,0,0
23039,,Poland,2/29/20,0,0
23040,,Poland,3/1/20,0,0
23041,,Poland,3/2/20,0,0
23042,,Poland,3/3/20,0,0
23043,,Poland,3/4/20,1,0
23044,,Poland,3/5/20,1,0
23045,,Poland,3/6/20,5,0
23046,,Poland,3/7/20,5,0
23047,,Poland,3/8/20,11,0
23048,,Poland,3/9/20,16,0
23049,,Poland,3/10/20,22,0
23050,,Poland,3/11/20,31,0
23051,,Poland,3/12/20,49,1
23052,,Poland,3/13/20,68,2
23053,,Poland,3/14/20,103,3
23054,,Poland,3/15/20,119,3
23055,,Poland,3/16/20,177,4
23056,,Poland,3/17/20,238,5
23057,,Poland,3/18/20,251,5
23058,,Poland,3/19/20,355,5
23059,,Poland,3/20/20,425,5
23060,,Poland,3/21/20,536,5
23061,,Poland,3/22/20,634,7
23062,,Poland,3/23/20,749,8
23063,,Poland,3/24/20,901,10
23064,,Poland,3/25/20,1051,14
23065,,Poland,3/26/20,1221,16
23066,,Poland,3/27/20,1389,16
23067,,Poland,3/28/20,1638,18
23068,,Poland,3/29/20,1862,22
23069,,Poland,3/30/20,2055,31
23070,,Poland,3/31/20,2311,33
23071,,Poland,4/1/20,2554,43
23072,,Poland,4/2/20,2946,57
23073,,Poland,4/3/20,3383,71
23074,,Poland,4/4/20,3627,79
23075,,Poland,4/5/20,4102,94
23076,,Poland,4/6/20,4413,107
23077,,Poland,4/7/20,4848,129
23078,,Poland,4/8/20,5205,159
23079,,Poland,4/9/20,5575,174
23080,,Poland,4/10/20,5955,181
23081,,Poland,4/11/20,6356,208
23082,,Poland,4/12/20,6674,232
23083,,Poland,4/13/20,6934,245
23084,,Poland,4/14/20,7202,263
23085,,Poland,4/15/20,7582,286
23086,,Poland,4/16/20,7918,314
23087,,Poland,4/17/20,8379,332
23088,,Poland,4/18/20,8742,347
23089,,Poland,4/19/20,9287,360
23090,,Poland,4/20/20,9593,380
23091,,Poland,4/21/20,9856,401
23092,,Poland,4/22/20,10169,426
23093,,Poland,4/23/20,10511,454
23094,,Poland,4/24/20,10892,494
23095,,Poland,4/25/20,11273,524
23096,,Poland,4/26/20,11617,535
23097,,Poland,4/27/20,11902,562
23098,,Poland,4/28/20,12218,596
23099,,Poland,4/29/20,12640,624
23100,,Poland,4/30/20,12877,644
23101,,Poland,5/1/20,13105,651
23102,,Poland,5/2/20,13375,664
23103,,Poland,5/3/20,13693,678
23104,,Poland,5/4/20,14006,698
23105,,Poland,5/5/20,14431,716
23106,,Poland,5/6/20,14740,733
23107,,Poland,5/7/20,15047,755
23108,,Poland,5/8/20,15366,776
23109,,Poland,5/9/20,15651,785
23110,,Poland,5/10/20,15996,800
23111,,Poland,5/11/20,16326,811
23112,,Poland,5/12/20,16921,839
23113,,Poland,5/13/20,17204,861
23114,,Poland,5/14/20,17615,883
23115,,Poland,5/15/20,18016,907
23116,,Portugal,1/22/20,0,0
23117,,Portugal,1/23/20,0,0
23118,,Portugal,1/24/20,0,0
23119,,Portugal,1/25/20,0,0
23120,,Portugal,1/26/20,0,0
23121,,Portugal,1/27/20,0,0
23122,,Portugal,1/28/20,0,0
23123,,Portugal,1/29/20,0,0
23124,,Portugal,1/30/20,0,0
23125,,Portugal,1/31/20,0,0
23126,,Portugal,2/1/20,0,0
23127,,Portugal,2/2/20,0,0
23128,,Portugal,2/3/20,0,0
23129,,Portugal,2/4/20,0,0
23130,,Portugal,2/5/20,0,0
23131,,Portugal,2/6/20,0,0
23132,,Portugal,2/7/20,0,0
23133,,Portugal,2/8/20,0,0
23134,,Portugal,2/9/20,0,0
23135,,Portugal,2/10/20,0,0
23136,,Portugal,2/11/20,0,0
23137,,Portugal,2/12/20,0,0
23138,,Portugal,2/13/20,0,0
23139,,Portugal,2/14/20,0,0
23140,,Portugal,2/15/20,0,0
23141,,Portugal,2/16/20,0,0
23142,,Portugal,2/17/20,0,0
23143,,Portugal,2/18/20,0,0
23144,,Portugal,2/19/20,0,0
23145,,Portugal,2/20/20,0,0
23146,,Portugal,2/21/20,0,0
23147,,Portugal,2/22/20,0,0
23148,,Portugal,2/23/20,0,0
23149,,Portugal,2/24/20,0,0
23150,,Portugal,2/25/20,0,0
23151,,Portugal,2/26/20,0,0
23152,,Portugal,2/27/20,0,0
23153,,Portugal,2/28/20,0,0
23154,,Portugal,2/29/20,0,0
23155,,Portugal,3/1/20,0,0
23156,,Portugal,3/2/20,2,0
23157,,Portugal,3/3/20,2,0
23158,,Portugal,3/4/20,5,0
23159,,Portugal,3/5/20,8,0
23160,,Portugal,3/6/20,13,0
23161,,Portugal,3/7/20,20,0
23162,,Portugal,3/8/20,30,0
23163,,Portugal,3/9/20,30,0
23164,,Portugal,3/10/20,41,0
23165,,Portugal,3/11/20,59,0
23166,,Portugal,3/12/20,59,0
23167,,Portugal,3/13/20,112,0
23168,,Portugal,3/14/20,169,0
23169,,Portugal,3/15/20,245,0
23170,,Portugal,3/16/20,331,0
23171,,Portugal,3/17/20,448,1
23172,,Portugal,3/18/20,448,2
23173,,Portugal,3/19/20,785,3
23174,,Portugal,3/20/20,1020,6
23175,,Portugal,3/21/20,1280,12
23176,,Portugal,3/22/20,1600,14
23177,,Portugal,3/23/20,2060,23
23178,,Portugal,3/24/20,2362,33
23179,,Portugal,3/25/20,2995,43
23180,,Portugal,3/26/20,3544,60
23181,,Portugal,3/27/20,4268,76
23182,,Portugal,3/28/20,5170,100
